jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
鎧衣美琴,铠衣美琴,candidate,本作；词库候选尚未逐章审定,legacy,41,核心角色,2,Unlimited/Alternative女性角色；独立原文匹配，不等于语义确认；不自动加入术语使用表。
神宮司まりも,神宫司麻理茉,candidate,本作；词库候选尚未逐章审定,legacy,43,人物,1,用户确认：TDA01-03 固定译名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
香月夕呼,香月夕呼,candidate,本作；词库候选尚未逐章审定,legacy,45,核心角色,7,Alternative IV核心人物；独立原文匹配，不等于语义确认；不自动加入术语使用表。
社霞,社霞,candidate,本作；词库候选尚未逐章审定,legacy,47,核心角色,12,00单元关联角色；独立原文匹配，不等于语义确认；不自动加入术语使用表。
御剣悠陽,御剑悠阳,candidate,本作；词库候选尚未逐章审定,legacy,51,帝国/斯卫,5,冥夜相关；独立原文匹配，不等于语义确认；不自动加入术语使用表。
伊隅みちる,伊隅美知留,candidate,本作；词库候选尚未逐章审定,legacy,54,A-01,5,伊隅女武神队长；独立原文匹配，不等于语义确认；不自动加入术语使用表。
速瀬水月,速濑水月,candidate,本作；词库候选尚未逐章审定,legacy,56,A-01,3,队员；独立原文匹配，不等于语义确认；不自动加入术语使用表。
涼宮遙,凉宫遥,candidate,本作；词库候选尚未逐章审定,legacy,58,A-01/âge关联,6,队员/关联角色；独立原文匹配，不等于语义确认；不自动加入术语使用表。
涼宮茜,凉宫茜,candidate,本作；词库候选尚未逐章审定,legacy,60,A-01/âge关联,10,队员/关联角色；独立原文匹配，不等于语义确认；不自动加入术语使用表。
宗像美冴,宗像美冴,candidate,本作；词库候选尚未逐章审定,legacy,62,A-01,11,队员；独立原文匹配，不等于语义确认；不自动加入术语使用表。
風間祷子,风间祷子,candidate,本作；词库候选尚未逐章审定,legacy,64,A-01,6,队员；独立原文匹配，不等于语义确认；不自动加入术语使用表。
柏木晴子,柏木晴子,candidate,本作；词库候选尚未逐章审定,legacy,66,A-01/训练队,1,队员；独立原文匹配，不等于语义确认；不自动加入术语使用表。
戦術機,战术机,candidate,本作；词库候选尚未逐章审定,legacy,107,世界观术语,76,日本简称；独立原文匹配，不等于语义确认；不自动加入术语使用表。
衛士,卫士,candidate,本作；词库候选尚未逐章审定,legacy,109,世界观术语,103,TSF pilot / surface pilot 固定译名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
鎧衣左近,铠衣左近,candidate,本作；词库候选尚未逐章审定,legacy,182,角色/本地人名,3,LunaTranslator本地人名变体；独立原文匹配，不等于语义确认；不自动加入术语使用表。
艦長,舰长,candidate,本作；词库候选尚未逐章审定,legacy,212,称谓,23,军事称谓；独立原文匹配，不等于语义确认；不自动加入术语使用表。
グリペン,鹰狮,candidate,本作；词库候选尚未逐章审定,legacy,423,战术机,1,日文变体；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ラファール,阵风,candidate,本作；词库候选尚未逐章审定,legacy,427,战术机,8,日文变体；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ハンター,猎人,candidate,本作；词库候选尚未逐章审定,legacy,688,呼号,2,TDA专有名词固定；英文对应：Hunter；独立原文匹配，不等于语义确认；不自动加入术语使用表。
贖罪,赎罪,candidate,本作；词库候选尚未逐章审定,legacy,713,Photon故事,7,日文标题；独立原文匹配，不等于语义确认；不自动加入术语使用表。
レイン・ダンサーズ,雨舞者,candidate,本作；词库候选尚未逐章审定,legacy,715,Photon故事,1,日文标题；独立原文匹配，不等于语义确认；不自动加入术语使用表。
告白,告白,candidate,本作；词库候选尚未逐章审定,legacy,718,Photon故事,4,日文标题；独立原文匹配，不等于语义确认；不自动加入术语使用表。
チキン・ダイバーズ,小鸡潜降兵,candidate,本作；词库候选尚未逐章审定,legacy,720,Photon故事,1,日文标题；独立原文匹配，不等于语义确认；不自动加入术语使用表。
継承,继承,candidate,本作；词库候选尚未逐章审定,legacy,723,Photon故事,1,日文标题；独立原文匹配，不等于语义确认；不自动加入术语使用表。
真壁清十郎,真壁清十郎,candidate,本作；词库候选尚未逐章审定,legacy,750,Photon角色,12,Adoration；独立原文匹配，不等于语义确认；不自动加入术语使用表。
イルフリーデ・フォン・フォイルナー,伊尔弗里德·冯·福伊尔纳,candidate,本作；词库候选尚未逐章审定,legacy,752,Photon角色,1,Adoration；独立原文匹配，不等于语义确认；不自动加入术语使用表。
シルヴィオ・オルランディ,西尔维奥·奥兰迪,candidate,本作；词库候选尚未逐章审定,legacy,769,Photon角色,33,Resurrection；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ウォーケン,沃肯,candidate,本作；词库候选尚未逐章审定,legacy,888,人物,503,用户确认：TDA01-03 固定译名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
アルフレッド・ウォーケン,阿尔弗雷德·沃肯,candidate,本作；词库候选尚未逐章审定,legacy,889,人物,4,用户确认：TDA01-03 固定译名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
神宮司,神宫司,candidate,本作；词库候选尚未逐章审定,legacy,890,人物,26,姓氏；全名按神宫司麻理茉；独立原文匹配，不等于语义确认；不自动加入术语使用表。
Ｂ小隊,B小队,candidate,本作；词库候选尚未逐章审定,legacy,901,TDA说话人（日文源）,8,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
オペレーター,操作员,candidate,本作；词库候选尚未逐章审定,legacy,914,TDA说话人（日文源）,32,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
医者,医生,candidate,本作；词库候选尚未逐章审定,legacy,964,TDA说话人（日文源）,4,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
一同,众人,candidate,本作；词库候选尚未逐章审定,legacy,965,TDA说话人（日文源）,63,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
一郎,一郎,candidate,本作；词库候选尚未逐章审定,legacy,966,TDA说话人（日文源）,7,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
響,响,candidate,本作；词库候选尚未逐章审定,legacy,977,TDA说话人（日文源）,42,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
伍長,伍长,candidate,本作；词库候选尚未逐章审定,legacy,988,TDA说话人（日文源）,1,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
参加者,参加者,candidate,本作；词库候选尚未逐章审定,legacy,992,TDA说话人（日文源）,2,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
子ども,孩子,candidate,本作；词库候选尚未逐章审定,legacy,994,TDA说话人（日文源）,40,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
子供,孩子,candidate,本作；词库候选尚未逐章审定,legacy,997,TDA说话人（日文源）,19,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
市民,市民,candidate,本作；词库候选尚未逐章审定,legacy,998,TDA说话人（日文源）,1,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
斯衛,斯卫,candidate,本作；词库候选尚未逐章审定,legacy,999,TDA说话人（日文源）,42,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
斯衛軍衛士,斯卫军卫士,candidate,本作；词库候选尚未逐章审定,legacy,1001,TDA说话人（日文源）,6,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
事務官,事务官,candidate,本作；词库候选尚未逐章审定,legacy,1004,TDA说话人（日文源）,2,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
女,女性,candidate,本作；词库候选尚未逐章审定,legacy,1009,TDA说话人（日文源）,732,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
女の子,女孩,candidate,本作；词库候选尚未逐章审定,legacy,1010,TDA说话人（日文源）,27,从 TDA02/TDA03 __speakers__.egpack 的 jp 槽抽取，禁止用英文 speaker 作为原文；独立原文匹配，不等于语义确认；不自动加入术语使用表。
